id,sentence
18592,A man is singing while walking down the sidewalk.
18602,A woman is dancing in the street.
18612,A woman is cutting some octopus.
18622,A woman is slicing up some pork.
18632,A baby is playing a guitar.
18642,The woman is tapping her fingers on the table.
18652,A lion is walking around.
18662,A man is performing stunts.
18672,A man pours water over a pilots head.
18682,A man and a woman shake hands.
18692,A woman is wake boarding on a lake.
18702,Trees are hit by very hard winds.
18712,A woman is frying shrimp.
18722,The woman is playing the violin.
18732,A woman is playing the violin.
18742,A person is dicing an onion.
18752,A woman is dancing.
18762,A woman walks her dog down the street.
18772,Some people are singing.
18782,A cat is licking from a saucer of milk.
18792,A woman is applying eyeshadow.
18802,Two men are fighting using a form of martial arts.
18812,An officer is talking to recruits.
18822,A man is putting foods in a box.
18832,the man used a stenograph.
18842,A woman is making noodles.
18852,A woman seated is singing a song and playing the guitar too.
18862,Some men are playing soccer.
18872,A man climbs up a rope.
18882,A man is taking a picture.
18892,A man puts vegetables into a pot.
18902,Some men are sawing.
18912,The man played his guitar.
18922,A woman puts rice into a pan.
18932,A large amount of penguins are heading to the ocean.
18942,Someone is handling a bun.
18952,A boy is playing a guitar.
18962,A man is emptying a plastic container.
18972,A man is leading a horse around by it's halter.
18982,A piece of paper is being cut.
18992,The lady peeled the shrimp.
19002,A man tries to read the paper.
19012,A man is holding a animal.
19022,A monkey pulled a dogs tail.
19032,A person is mixing ingredients in a bowl.
19042,A woman is slicing a cucumber.
19052,A hamster is singing.
19062,A man in a hat sings a song.
19072,A soccer player scores a goal.
19082,A woman is pouring ingredients into a frying pan.
19092,A woman splashes around in the ocean's waves.
19102,A man sprays another man with water from a hose.
19112,A woman is pulling some kind of sticky goo out of a bowl.
19122,A man is showing a t shirt.
19132,The man poured oil on the tomato slices.
19142,The man played his guitar with a friend.
19152,Someone pours olive oil into a bowl of tomato wedges.
19162,A cat is licking a small bottle.
19172,A young man is talking to a leaf.
19182,A woman is pouring ingredients in a bowl.
19192,A cat is crawling under a piece of furniture on it's back.
19202,A woman is dancing on a stage.
19212,A man is wiping the edge of a bowl off.
19222,A nuclear weapon explodes in a desert.
19232,A man is talking into a microphone.
19242,A young man is dancing.
19252,The woman is cracking eggs into a bowl.
19262,A woman is dancing in the rain.
19272,The ladies are performing a dance.
19282,A sea turtle is hunting for fish.
19292,The girl is using an eye pencil on her eyelid.
19302,A dog is riding on a bicyclists shoulders.
19312,A man is spreading out dough.
19322,A girl is tapping her finger nails.
19332,A man is showing his dog to the camera.
19342,A man is walking with several dogs.
19352,A person is cleaning a disk.
19362,Different sets of teams are playing football on a field.
19372,An animal is walking on the ground.
19382,A man rides a water toy in the water.
19392,A man is spreading butter on a tortilla.
19402,"A man and and woman are running together, holding hands."
19412,A person is cutting  boiled egg into pieces.
19422,A male and female robot are kissing.
19432,The cat teased the dog by touching his head.
19442,A rhino is grazing in a field.
19452,The dog ran in the water at the beach.
19462,A man is doing tricks with a soccer ball.
19472,A cat and a boy play together.
19482,The dog is playing with the floor cleaner.
19492,A couple slow dances.
19502,A person is dumping chopped vegetables into a pot on the stove.
19512,A horse is running.
19522,A young girl is singing on a stage.
19532,A man pours cleaner in his sink.
19542,A person cuts a big green pepper apart.
19552,A woman spices some seafood.
19562,A cat is playing on the floor.
19572,A girl loses her kite.
19582,A woman is frying meat.
19592,A monkey is wading across a marsh.
19602,A panda bear is eating.
19612,The man is writing a letter.
19622,A boy is screaming.
19632,A boy is doing push ups.
19642,Someone is cutting a tomato.
19652,A onion is being sliced.
19662,A woman is grilling pineapples.
19672,A truck is going down a hill.
19682,A youngster is sitting on a piano.
19692,The little girl is putting her hair into a pony tail.
19702,A woman cuts tofu into tiny pieces.
19712,A baby sneezed and scared another baby.
19722,A man is cutting a vegetable.
19732,A woman is swimming in the water.
19742,A man is playing an acoustic guitar and singing into a microphone.
19752,A man is preparing some dish.
19762,A woman jumps hurdles on a horse.
19772,A boy is sitting in a room playing a piano by lamp light.
19782,The man is exercising.
19792,A man is playing a flute.
19802,A man is holding a slow loris.
19812,A rabbit is kissing another rabbit.
19822,A hedgehog is biting at a blanket.
19832,A man is slicing a white onion with a mandolin slicer.
19842,A Guinea pig eats a carrot.
19852,Four young men stand still as a car explodes behind them.
19862,The man sat in his suit and smoked.
19872,A person is cutting leaves.
19882,The deer jumped over the fence.
19892,A baby is falling asleep.
19902,A man plays the guitar.
19912,A cat is pooping into a toilet.
19922,A man is moving large rocks.
19932,A dog is moving its mouth.
19942,A man is riding a bike.
19952,A man and a woman are talking to each other.
19962,A woman is cutting an onion.
19972,A baby is playing with a dog.
19982,A man is drawing.
19992,A woman is cutting a tomato.
20002,A kid is playing a guitar.
20012,A woman is cutting through an onion.
20022,A toy train strikes a toy car.
20032,A man is playing the flute.
20042,A cat is opening a drawer and climbing inside.
20052,A woman is deep frying food.
20062,A woman is cutting an onion.
20072,A man is playing a guitar.
20082,A man is singing on stage.
20092,A woman is riding a donkey.
20102,A man is playing a guitar.
20112,A woman brushes some shrimp.
20122,A man is dancing on the ceiling of a room.
20132,A woman is slicing onions with a large knife.
20142,A man plays a keyboard.
20152,A man is playing the guitar.
20162,A woman peels a potato.
20172,A man is holding a frog.
20182,A man is playing a guitar.
20192,A man is playing a flute.
20202,A man is playing a guitar.
20212,A man is playing a piano.
20222,A man is playing a guitar.
20232,A man is playing a guitar.
20242,Two women are hugging on a couch.
20252,A man is slicing a cucumber.
20262,A kitten is playing with a toy.
20272,A dog is barking at a toy.
20282,A man folds a tortilla.
20292,A kitten is drinking milk.
20302,A man is driving a car.
20312,A tortoise is walking.
20322,A cow is eating hay.
20332,A woman is chopping garlic.
20342,A man is screaming.
20352,A man is playing guitar.
20362,A man is cutting a plantain.
20372,A woman is peeling a potato.
20382,A woman is tapping her fingers.
20392,Someone is cooking okra in a pan.
20402,A man is mixing.
20412,A man is playing drums.
20422,A man is diving into a pool.
20432,A woman is slicing a leek.
20442,A boy is playing guitar.
20452,The man is dancing.
20462,The men are talking.
20472,A woman is putting gel on her hair.
20482,A man is playing a guitar.
20492,A group of people are dancing in concert.
20502,The man is shooting a gun.
20512,A man plays a piano.
20522,Someone is slicing a onion.
20532,A man is cutting cucumbers.
20542,A woman is eating a cupcake.
20552,A man is chopping an onion.
20562,A baby is playing a guitar.
20572,A man is playing the drums.
20582,Two girls talk on the phone.
20592,A man is chopping a tree trunk with an axe.
20602,A person is slicing a garlic into pieces.
20612,A woman is walking with a dog.
20622,A man is talking.
20632,Someone is pouring milk into a blender.
20642,A kitten is playing with a ball.
20652,A woman is playing a flute.
20662,A girl is playing a flute.
20672,A cat is playing a piano.
20682,A girl is exercising.
20692,A person is slicing octopus.
20702,A man and woman are riding a motorcycle.
20712,Two men are fighting in a cattle pen.
20722,A man is pouring oil into a pan.
20732,A young girl makes her bed.
20742,A cat is playing with a watermelon.
20752,A girl is jumping onto a car.
20762,A man is running.
20772,A cat is playing.
20782,A man is dancing.
20792,A man is dancing.
20802,A man is carrying someone on his shoulder.
20812,A woman is slicing a tomato.
20822,A woman is slicing a potato.
20832,Someone is slicing a tomato.
20842,A woman is slicing a tomato.
20852,Two robots are kissing.
20862,Two boys are playing a video game.
20872,A woman is squeezing juice out of a lemon.
20882,A man is slicing a tomato.
20892,A man is slicing a tomato.
20902,A girl is filing her nails.
20912,A man walks down a staircase.
20922,Two people are riding a bike.
20932,A woman is playing an electric guitar.
20942,A man is playing a guitar.
20952,A man and woman is walking in the grand.
20962,Kangaroo eating.
20972,A man is exercising.
20982,A man is singing.
20992,A animal is eating.
21002,A man and woman is dancing in the rain.
21012,A man drives a car.
21022,A woman grates onions.
21032,Two men are fighting.
21042,A man is driving a car.
21052,A man is driving a car.
21062,A man is slicing a bun.
21072,A woman is cutting meat.
21082,The man is slicing bread.
21092,A man is playing a piano.
21102,A baby elephant eats a sapling.
21112,A woman is cracking eggs.
21122,A boy is playing a key-board.
21132,A boy spanks a man with a plastic sword.
21142,A person is cutting an onion into pieces.
21152,A man is slicing a line of water bottles with a knife
21162,A man is writing on a paper.
21172,A woman is slicing a big pepper.
21182,A person is eating at a table.
21192,A man is playing guitar.
21202,A man is playing a harp.
21212,The man is walking.
21222,The man erased the work on the board.
21232,A man is riding a motorcycle through a town.
21242,A man is riding a motorcycle.
21252,A woman is slicing some onions.
21262,A woman is cutting broccoli.
